Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,DayOfWeek
2025,June,Karnali,Jumla,Highway,Straight,Evening,Minor Injury,Clear,Dry,Car,80,Male,Thursday
2023,June,Bagmati,Chitwan,Rural,Junction,Morning,Fatal,Clear,Slippery,Car,80,Male,Saturday
2025,June,Koshi,Sunsari,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Bus,50,Male,Thursday
2024,October,Lumbini,Dang,Feeder,Junction,Evening,Serious Injury,Clear,Slippery,Scooter,50,Male,Saturday
2024,April,Koshi,Sunsari,Urban,Straight,Morning,Minor Injury,Fog,Damaged,Scooter,50,Female,Thursday
2025,September,Madhesh,Parsa,Urban,Straight,Afternoon,Serious Injury,Clear,Damaged,Motorbike,80,Male,Friday
2024,March,Sudurpashchim,Kanchanpur,Urban,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Female,Thursday
2025,February,Gandaki,Gorkha,Highway,Junction,Morning,Serious Injury,Clear,Damaged,Bus,80,Male,Tuesday
2024,November,Madhesh,Parsa,Highway,Junction,Night,Damage Only,Rain,Wet,Bus,50,Male,Wednesday
2023,August,Koshi,Morang,Highway,Straight,Evening,Damage Only,Dusty,Slippery,Motorbike,80,Female,Saturday
2023,January,Koshi,Ilam,Feeder,Curve,Evening,Minor Injury,Clear,Damaged,Car,50,Male,Tuesday
2024,March,Karnali,Jumla,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Bus,30,Male,Sunday
2023,September,Sudurpashchim,Doti,Highway,Straight,Evening,Serious Injury,Clear,Wet,Car,50,Female,Sunday
2025,June,Karnali,Surkhet,Highway,Straight,Evening,Minor Injury,Clear,Dry,Scooter,30,Male,Tuesday
2023,December,Lumbini,Dang,Highway,Curve,Afternoon,Fatal,Fog,Slippery,Jeep,50,Male,Friday
2025,January,Koshi,Sunsari,Urban,Junction,Afternoon,Damage Only,Rain,Wet,Car,50,Male,Saturday
2023,November,Lumbini,Kapilvastu,Urban,Straight,Night,Minor Injury,Dusty,Dry,Truck,50,Male,Saturday
2024,December,Gandaki,Kaski,Highway,Junction,Evening,Damage Only,Fog,Damaged,Motorbike,30,Male,Wednesday
2023,April,Madhesh,Parsa,Rural,Junction,Night,Fatal,Rain,Wet,Car,30,Male,Wednesday
2025,March,Sudurpashchim,Achham,Urban,Straight,Morning,Fatal,Rain,Wet,Car,30,Male,Wednesday
2025,November,Bagmati,Kathmandu,Urban,Curve,Morning,Serious Injury,Clear,Damaged,Scooter,30,Other,Monday
2023,March,Koshi,Ilam,Rural,Straight,Afternoon,Damage Only,Rain,Wet,Car,30,Female,Friday
2023,October,Bagmati,Bhaktapur,Highway,Curve,Night,Minor Injury,Rain,Wet,Car,30,Male,Tuesday
2024,March,Karnali,Dailekh,Urban,Straight,Afternoon,Serious Injury,Clear,Wet,Microbus,80,Male,Friday
2023,April,Madhesh,Rautahat,Urban,Curve,Evening,Minor Injury,Clear,Dry,Scooter,30,Male,Tuesday
2025,August,Gandaki,Tanahun,Urban,Straight,Evening,Minor Injury,Clear,Wet,Car,30,Male,Thursday
2025,October,Sudurpashchim,Achham,Urban,Junction,Night,Minor Injury,Clear,Slippery,Motorbike,50,Male,Thursday
2025,November,Madhesh,Bara,Urban,Curve,Evening,Damage Only,Clear,Slippery,Motorbike,30,Male,Friday
2025,March,Karnali,Jumla,Urban,Straight,Evening,Fatal,Clear,Wet,Microbus,50,Female,Thursday
2025,November,Koshi,Morang,Highway,Straight,Evening,Damage Only,Clear,Wet,Motorbike,30,Male,Tuesday
